geo,text,user,location,entities,sentiment,country
," JUST IN: An American Airlines pilot has tested positive for #coronavirus, according to the airline and a second source fami…",YesMrGilbert,,"[('American Airlines', 'ORG'), '', ('second', 'ORDINAL')]","{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5574}",
," When you got it, you flaunt it.#coronavirus #toiletpapershortage ",midgets_levil,,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
,  Joe Biden just plagerized President Trump's #coronavirus speech!,jay6018,Los Angeles/ Beijing,"[('Joe Biden', 'PERSON'), ('Trump', 'ORG'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Husband is in a supermarket suburban Melbourne says many people pushing trolleys overloaded with non p… ,mezjac,,"[('Melbourne', 'PERSON')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,Kingeric5Eli,,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",
, People of my hometown #Siena sing a popular song from their houses along an empty street to warm their hearts during the…,WethePeoplePets,,[''],"{'neg': 0.073, 'neu': 0.735, 'pos': 0.192, 'compound': 0.4404}",
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,SergioSirsay,"CT, USA","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
, Target in fairfield nj - empty #coronavirus fears ,polatra,MAGA,[''],"{'neg': 0.479, 'neu': 0.521, 'pos': 0.0, 'compound': -0.5574}",USA
, An expert team of nine members with 31 tons of medical supplies from China arrived at Italy on Thursday night (local time).…,AnilRam02479010,pokhara/nepal,"[('nine', 'CARDINAL'), ('31 tons', 'QUANTITY'), ('China', 'GPE'), ('Italy', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nepal
," STATEMENT: On the May Rebellion &amp; #coronavirus. XR – as part of a wider movement – exists to protect life, both now &amp; f…",ExtinctionR,Earth,"[('the May Rebellion &amp', 'ORG'), '', ('XR', 'GPE')]","{'neg': 0.065, 'neu': 0.823, 'pos': 0.113, 'compound': 0.2732}",USA
, Ghana confirms two cases of #coronavirus | TheCable  ,lekzidex,"Lagos, Nigeria","[('Ghana', 'PERSON'), ('two', 'CARDINAL'), '', ('TheCable', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Nigeria
, BREAKING: all New Mexico public schools cancelled for the next 3 weeks.  #coronavirus #newmexico,kyleoftheland,"Santa Fe, NM","[('New Mexico', 'GPE'), ('the next 3 weeks', 'DATE'), '']","{'neg': 0.143, 'neu': 0.857, 'pos': 0.0, 'compound': -0.25}",USA
,Thread on #coronavirus from the #Oklahoma governor. ,mikebreslinpro,"Oklahoma City, OK","['', ('Oklahoma', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, #BREAKING Universal Studios Hollywood theme park to close for two weeks to help contain #coronavirus,henrygonzalezj1,NYC,"['', ('BREAKING Universal', 'ORG'), ('Studios Hollywood', 'PERSON'), ('two weeks', 'DATE'), '']","{'neg': 0.0, 'neu': 0.838, 'pos': 0.162, 'compound': 0.4019}",USA
, WATCH: The Serbian president coughs uncontrollably as a journalist asks him a question about #coronavirus.😳#COVID19 #C…,Verylongrange,In Wild and Lonely Places  ,"[('Serbian', 'NORP'), ('about #coronavirus.😳#COVID19 #', 'MONEY')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3612}",Error
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,dinerlee,"North Carolina, USA","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
," Europe is spinning out of control in its effort to control #Coronavirus - with new cases in #Italy totaling 12,462 - up 2,…",Gracie29526040,"Owings, MD","[('Europe', 'LOC'), '', ('Coronavirus', 'MONEY'), ('Italy', 'GPE'), ('12,462 - up', 'QUANTITY'), ('2', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, These are 7 simple steps to protect yourself and others from #COVID19. 👉  #coronavirus …,Chucksbeee,"Calgary, Alberta","[('7', 'CARDINAL'), ('COVID19', 'MONEY'), '']","{'neg': 0.0, 'neu': 0.809, 'pos': 0.191, 'compound': 0.3818}",Canada
, An expert team of nine members with 31 tons of medical supplies from China arrived at Italy on Thursday night (local time).…,fieldfare123,Tokyo,"[('nine', 'CARDINAL'), ('31 tons', 'QUANTITY'), ('China', 'GPE'), ('Italy', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Japan
, Ima gonna get my yelling mom voice on right here:THE CORONA VIRUS IS NOT ABOUT ABORTION FOR HELL SAKES. #coronavirus ht…,pineeland,,[''],"{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.7456}",
,#KeepSafe #AustraliaAvoid #MassGatherings enable #SocialDistancing #FlattenTheCurve you can prevent the spread… ,NthCoastMedia, Australia,"['', ('MassGatherings', 'ORG'), '']","{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.0258}",Australia
," In phone call,  and  discuss the #coronavirus pandemic, according to Japanese media. No readout yet from the …",Clive_A_Boyce,Leicester England UK,"['', ('Japanese', 'NORP')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}",UK
," #NEW ""President Trump Didn't Start #coronavirus But He Is Working Hard To Stop It. It's Disgraceful That The Democrats Ar…",HMR8991,United States of America,"[('NEW', 'ORG'), ('Trump Did', 'PERSON'), ('Working Hard To Stop It', 'WORK_OF_ART'), ('Democrats', 'NORP')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",United States
,"  The Republican Governor for Ohio Mike DeWine just confirmed that only 1,000 tests are available to 11.69 Mil…",Ianhiner,"Dublin, OH","[('Republican', 'NORP'), ('Ohio', 'GPE'), ('Mike DeWine', 'PERSON'), ('only 1,000', 'CARDINAL'), ('11.69', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, 🚨- Hackers using fake live #Coronavirus map to spread #malware ⚠️🤐More: #Security #CoronavirusPand…,a_patriciann,,"['', ('CoronavirusPand', 'ORG')]","{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.4767}",
, In 2006 Sen. Barack Obama got tested PUBLICLY for HIV to de-stigmatize testing.It is irresponsible for the POTUS to not get t…,PragObots,USA,"[('2006', 'DATE'), ('Barack Obama', 'PERSON')]","{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.4404}",United States
," . need to stop it, now. on the Left's politicization of the #coronavirus.#AMERICAFirst …",nicedays4it,"Las Vegas, NV","[('Left', 'ORG')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}",USA
, China should be blamed for lying about #CoronaVirus. Anyone who thinks they have been totally honest with the world abou…,rabie_marc,Abu Dahbi,"[('China', 'GPE'), ('about #CoronaVirus', 'MONEY')]","{'neg': 0.24, 'neu': 0.627, 'pos': 0.133, 'compound': -0.4417}",Abu Dhabi - United Arab Emirates
, College to Temporarily Shift From In-Person to Online Classes#ArizonaWestern #AWC #coronavirus… ,KAWCnews,"Yuma, AZ","[('Online', 'GPE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," #NEW ""President Trump Didn't Start #coronavirus But He Is Working Hard To Stop It. It's Disgraceful That The Democrats Ar…",cml2122,USA,"[('NEW', 'ORG'), ('Trump Did', 'PERSON'), ('Working Hard To Stop It', 'WORK_OF_ART'), ('Democrats', 'NORP')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",United States
," Soooo The Economy is about to take a hit and the Democrats answer is to Promise Americans Two weeks of Sick Leave.??Ok,…",WARMGLASS,"Texas, USA","[('Democrats', 'NORP'), ('Promise Americans', 'PRODUCT'), ('Two weeks', 'DATE'), ('Sick Leave.??Ok', 'PERSON')]","{'neg': 0.147, 'neu': 0.761, 'pos': 0.092, 'compound': -0.3313}",USA
," A scathing, damning indictment of the government’s lousy, execrable response to the looming #coronavirus disaster from P…",MisterShades,Airstrip One,[''],"{'neg': 0.489, 'neu': 0.511, 'pos': 0.0, 'compound': -0.8885}",USA
, WTH? Pelosi trys to take credit for President  &amp; 's proposal on March 9th for paid leave &amp; free #coro…,Cathy_DobieMom,,"[('March 9th', 'DATE'), ('&amp', 'ORG'), '']","{'neg': 0.196, 'neu': 0.588, 'pos': 0.217, 'compound': 0.1449}",
, Tom Hanks' son Chet gave an update on his parent’s condition after they tested positive for #CoronaVirus. More: …,e85_srt4,,"[(""Tom Hanks'"", 'PERSON'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",
, This Italian man has had it with the #coronavirus panic 🦠 ,vitoriabaldo_,"Porto Alegre, Brazil","[('Italian', 'NORP'), '', ('\U0001f9a0', 'GPE')]","{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.5106}",Brazil
, How are you Coping with #Coronavirus? #futurama ,MarcBaker3,"Washington, PA.","['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Hey #FPLCommunity. A friend just moved to London as this #coronavirus outbreak happened. He is in need of a job but it's…,ZhouFPL,Malaysia,"[('London', 'GPE'), '']","{'neg': 0.0, 'neu': 0.9, 'pos': 0.1, 'compound': 0.2732}",Malaysia
," If this causes souls to recognize the fragility of life, and if #coronavirus leads us to Confession, this is a silver…",joannejohnson4,windsor ontario canada,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
," ""Killing the Coronavirus."" If it were only so easy. #coronavirus #collage #art ",rebelsatwork,,"[('Killing the Coronavirus', 'WORK_OF_ART'), '']","{'neg': 0.243, 'neu': 0.551, 'pos': 0.206, 'compound': -0.1677}",
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,sue1936,"Cornwall on Hudson , ny","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
, Who defunded #Coronavirus studies? #JoeBiden #Trump Read below from 2015.,gringojack,"Rio de Janeiro, Brazil","['', '', ('Trump Read', 'ORG'), ('2015', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Brazil
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,EvilGummy,"Los Angeles, CA","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
, #BREAKING American Airlines pilot tests positive for #coronavirus #COVID19US,tefiebaker,United States,"['', ('BREAKING American Airlines', 'ORG'), '']","{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5574}",United States
," We need to strike a balance between safety, security, and health, side-by-side with awareness, without enabling panic. Our sc…",BGEC_Bobcats,,[],"{'neg': 0.064, 'neu': 0.598, 'pos': 0.338, 'compound': 0.7508}",
, Apparently the #CoronaVirus panic has hit Pennsylvania. My cousin just sent a pic from his grocery store there... …,BuffaloInABox,"Buffalo, New York","['', ('CoronaVirus', 'ORG'), ('Pennsylvania', 'GPE')]","{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",USA
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",klazimi1,"New York, USA",[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",USA
, 📢😡DISGUSTING!Media are now a DANGER to America!They are OUT OF CONTROL and causing panic with their coverage! They are…,Vivangel999,"Queens, NY",[],"{'neg': 0.342, 'neu': 0.658, 'pos': 0.0, 'compound': -0.8522}",USA
, India recorded its first #coronavirus-related death late on Thursday after a 76-year-old man from Kalaburgi in #Karnataka pa…,71djt,A Crime-infested Redneck Reich,"[('India', 'GPE'), '', ('Thursday', 'DATE'), ('Kalaburgi', 'GPE'), ('Karnataka', 'PERSON')]","{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.5994}",Error
, #Newscast discusses the #Coronavirus crisis...Watch on BBC One straight after #bbcqt or listen now on .https…,mojos55,Lancashire,"['', ('BBC One', 'ORG')]","{'neg': 0.0, 'neu': 0.888, 'pos': 0.112, 'compound': 0.2263}",UK
,"Singapore Was Ready for #COVID19—Other Countries, Take Note  #Coronavirus #COVID_19… ",DanBuk4,,"[('Singapore', 'GPE'), ('Ready', 'PERSON'), ('Countries', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.3612}",
,Be a leader. Now is not the time to be a sheep and follow.How can you contribute?How can you can help?How can yo… ,SpeakServeGrow,"Portland, Oregon",[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Lol. It seems to be infecting the same people #coronavirus #TDS,MIKE31308044,,"['', ('TDS', 'ORG')]","{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4215}",
,I told you guys to dump the Cruise Line stocks on Feb 7th  #CCL #RCL #NCLH  #DJIA #QQQ #SPY #SPX #NASDAQ… ,Billion36860209,Beverly Hills   NYC   ,"[('Cruise Line', 'ORG'), ('Feb 7th  ', 'DATE'), '', ('NCLH', 'ORG'), ('NASDAQ', 'ORG')]","{'neg': 0.12, 'neu': 0.88, 'pos': 0.0, 'compound': -0.3818}",USA
, Today we’re launching a new part of the First Draft website: A hub of information for anyone covering #coronavirus. We’…,RTDNA,"Washington, DC","[('Today', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, #CORONAVIRUS CLOSURE: #Disneyland Resort says it will work with guests who wish to change or cancel their visits and provide refu…,angiespizelles,,"[('CORONAVIRUS', 'ORG'), ('Disneyland Resort', 'ORG')]","{'neg': 0.084, 'neu': 0.802, 'pos': 0.114, 'compound': 0.1779}",
,Can someone please scientifically prove that microwaving food kills the #Covid_19 #coronavirus  so we can all start… ,pitaru,New York,[''],"{'neg': 0.168, 'neu': 0.721, 'pos': 0.111, 'compound': -0.296}",USA
," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",RileyNYY,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,swirlysunburst,"Northwest, New Jersey","[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,lolawesomejaime,#theresistance,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
,   #ThursdayThoughts How about helping anyone who can't afford the #COVID19… ,KorbelRenoKia,"East Bay, CA","[('ThursdayThoughts', 'ORG')]","{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.296}",USA
, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,douglasscraigky,,"[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",
, New York City's mayor Bill de Blasio has declared a state of emergency to fight the spread of the #coronavirus outbreak - as h…,MarvinAllan8,The Internet,"[(""New York City's"", 'GPE'), ('Bill de Blasio', 'PERSON'), '']","{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.6369}",USA
," This #coronavirus *cannot* be stopped. It can only be slowed.Federal, state, and local officials need to SHUT DOWN EVE…",acgrayling,,"[('SHUT DOWN EVE', 'FAC')]","{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}",
, I’m speaking with reporters as the House prepares to vote on legislation to ensure American families have the support th…,Social411Now,#WorldNews #Real411Now,"[('House', 'ORG'), ('American', 'NORP')]","{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6486}",Error
," It’s painful to say, but as an ER doc who talked to  about healthcare, I believe he's uniquely unqualified to…",edallas53,Geeks Resist HQ,[],"{'neg': 0.098, 'neu': 0.902, 'pos': 0.0, 'compound': -0.2382}",Error
,  You said the media was overreacting. They were not.You said sick people should go to work.They should…,susanssh,"Arizona, USA",[],"{'neg': 0.171, 'neu': 0.829, 'pos': 0.0, 'compound': -0.5106}",USA
, Italy and South Korea saw their first #coronavirus cases in late January but they both had different testing responses and dra…,JKeeganParis,Canada,"[('Italy', 'GPE'), ('South Korea', 'GPE'), ('first', 'ORDINAL'), '', ('late January', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Canada
," Now we're virtue signalling, grandstanding and getting offended by #coronavirus . The new #WhitePrivilege , #ClimateChange?",Pavz881,Australia,"['', '', ('WhitePrivilege', 'ORG'), ('ClimateChange', 'ORG')]","{'neg': 0.119, 'neu': 0.714, 'pos': 0.167, 'compound': 0.2023}",Australia
," With great sadness, I must announce that in order to prevent the #coronavirus being transmitted between competing candidate…",FattusBlokus,Old London Town (Londinium),[''],"{'neg': 0.131, 'neu': 0.633, 'pos': 0.235, 'compound': 0.3182}",Error
, Hey everyone - If you need to #SelfQuarantine how about getting some books and do some reading from the #writingcommunit…,RichTrujillo6,,"[('SelfQuarantine', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
, Very good discussion with 🇪🇸 Prime Minister  about #COVID19. Much appreciation to PM Sanchez for his politica…,nicosanchez_00,"Zaragoza, España",[],"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.7574}",Spain
," Just spoke with Regional Director of the , Dr  on the global effort to tackle the #coronavirus &amp; updated…",jjsalmo,Brighton,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
," Daniele Rugani: “Yes, I’ve the Coronavirus - but don’t worry, now I’m fine. I urge you to respect the rules, because th…",_kingEric_,TwitterNG,[],"{'neg': 0.142, 'neu': 0.625, 'pos': 0.233, 'compound': 0.3612}",Error
, European Commission says it disapproves the U.S. decision to impose a travel ban that was taken unilaterally and without…,Hugh_E_Balls,United States,"[('U.S.', 'GPE')]","{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.7003}",United States
," Soooo The Economy is about to take a hit and the Democrats answer is to Promise Americans Two weeks of Sick Leave.??Ok,…",azmaga2020,,"[('Democrats', 'NORP'), ('Promise Americans', 'PRODUCT'), ('Two weeks', 'DATE'), ('Sick Leave.??Ok', 'PERSON')]","{'neg': 0.147, 'neu': 0.761, 'pos': 0.092, 'compound': -0.3313}",
